,f,m,cbse,icse,na,state,cbse,icse,na,state,B.Tech/B.E.,M.Sc. (Tech.),M.Tech./M.E.,MCA,computer,mechanical,biotechnology,science,applied,instrumentation,electronics,electrical,application,production,information,telecommunications,technology,civil,industrial,control,engineering,other,Andhra Pradesh,Assam,Bihar,Chhattisgarh,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerala,Madhya Pradesh,Maharashtra,Meghalaya,Orissa,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Union Territory,Uttar Pradesh,Uttarakhand,West Bengal,myDOB,12age,gradage,GraduationYear,12graduation,10percentage,12percentage,CollegeTier,collegeGPA,CollegeCityTier,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
260,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,17,21,2012,2008,85.3,92.6,2,69.43,0,645,635,695,0.930370607,565,0,0,0,0,0,0,0.3555,0.1888,-0.6343,2.2949,-0.9984,370000
261,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1989,17,22,2011,2006,75.6,78.6,2,73.86,0,375,465,565,0.793580615,495,0,0,0,0,0,0,1.592,0.9688,1.2525,-1.3478,-0.1295,425000
262,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,18,22,2012,2008,91,80,2,76,1,535,475,415,0.538386893,0,333,0,0,0,286,0,-0.5719,-0.1232,0.3817,-0.5253,0.5419,235000
263,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,18,22,2014,2010,81.2,71,2,81,0,545,680,485,0.112139438,525,228,0,0,0,0,0,-0.3027,-0.7866,0.01,-0.4879,-1.0524,300000
264,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,18,22,2014,2010,85.28,71.5,2,74.98,0,615,525,635,0.112139438,335,228,0,0,0,0,0,0.5591,-0.2871,0.01,0.653,-4.5015,325000
265,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1991,17,22,2013,2008,71.5,70.4,2,78.44,0,580,520,720,0.901489571,545,0,0,0,0,0,0,0.5591,0.5454,1.2396,0.1459,0.8637,120000
266,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,18,22,2012,2008,86.8,77.2,2,77.2,0,345,445,325,0.124502074,0,233,0,0,0,0,0,-0.9969,-0.7473,-0.344,-0.2609,-2.1833,330000
267,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1992,17,21,2013,2009,93.6,89.5,2,74.9,0,465,460,515,0.661834476,375,0,0,0,446,0,0,1.5644,0.8784,1.2396,0.0192,0.0973,180000
268,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1991,18,23,2014,2009,93.33,76.66,1,72,0,650,570,750,0,515,0,0,0,0,0,0,0.5591,0.3789,-0.1437,-0.2344,0.6721,335000
269,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1992,19,23,2015,2011,85,75,2,78.4,0,650,520,560,0.953899775,485,0,530,0,0,0,0,1.1336,1.0449,0.9322,-0.6147,0.6721,350000
270,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,18,22,2012,2008,83,80.1,2,77.5,1,465,545,415,0.910770164,375,433,0,0,0,286,0,0.1623,0.3448,-0.344,0.0035,-0.1295,395000
271,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1992,18,22,2014,2010,78.8,68,2,67,0,465,555,390,0.622642916,465,0,407,0,0,0,0,-1.0208,-0.1206,0.4711,-0.6147,-1.0524,95000
272,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1987,19,24,2011,2006,74,65,2,72,1,325,345,445,0.735795709,475,0,0,0,0,0,0,-0.881,0.5008,0.3817,1.5899,1.1343,360000
273,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1991,17,23,2014,2008,71,70,2,68.8,0,425,435,595,0.622642916,205,0,407,0,0,0,0,-0.4173,0.8518,0.926,-0.05527,0.0284,325000
274,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990,19,24,2014,2009,76,78,2,70.6,0,730,570,665,0.661834476,0,0,0,0,446,0,0,-0.5899,-0.7866,1.0859,-0.1076,-0.4776,320000
275,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,17,21,2014,2010,88.6,92,2,73,0,875,510,500,0.744758354,485,0,438,0,0,0,0,-0.0154,0.3789,0.1637,0.0192,0.2889,305000
276,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,18,22,2012,2008,80,83,2,80.67,0,534,515,485,0.765673581,485,0,0,0,0,0,0,1.592,0.9688,0.4906,2.1774,-0.1295,420000
277,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1992,17,21,2013,2009,64,54.4,2,60,0,430,485,265,0.635978756,445,0,0,0,0,0,0,-0.3027,-0.2871,-0.7585,0.7798,-2.3415,115000
278,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1992,18,22,2014,2010,80,62,2,61,0,490,530,520,0.842248322,485,0,469,0,0,0,0,-0.7335,0.3789,0.1637,0.1459,-1.0524,105000
279,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1991,18,22,2013,2009,86.6,80.9,2,76.6,1,570,510,635,0.884122512,535,0,0,0,0,0,0,0.99,1.5444,-0.1437,-1.7556,0.8637,350000
280,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,17,21,2012,2008,82.16,84.8,2,87.8,0,475,545,625,0.952245573,585,0,0,0,0,0,0,-1.0355,0.6568,0.3817,0.5323,0.5419,425000
281,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1989,19,23,2012,2008,77.65,69.45,2,76,0,380,485,530,0.735795709,475,0,0,0,0,0,0,-1.0355,0.1888,-0.4891,1.4297,-0.2875,110000
282,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1992,17,21,2013,2009,84,93.4,2,81,1,685,610,590,0.88162007,405,420,0,0,0,446,0,0.8463,0.8784,1.0859,-0.4879,0.6721,350000
283,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,18,25,2013,2006,56.5,56.8,1,79.29,1,370,525,545,0.960903087,595,0,0,0,0,0,0,-0.7335,-0.9531,-1.6807,0.3995,-1.0524,100000
284,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1993,17,21,2014,2010,79.83,91.5,2,71.52,1,615,470,455,0.486747008,465,0,376,0,0,0,0,-0.0154,0.5454,0.4711,-0.1076,0.2889,305000
285,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1988,20,24,2012,2008,82,60,2,80,0,585,525,475,0.735795709,475,0,0,0,0,0,0,-0.1082,0.3448,-0.9245,-0.7603,-0.7615,320000
286,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,18,22,2013,2009,87,70,2,62,0,710,555,570,0.622642916,575,0,407,0,0,0,0,-0.5899,-0.7866,-0.9122,0.2727,-0.4776,300000
287,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1988,18,24,2012,2006,88.2,90.67,2,83.93,0,415,620,750,0.704090412,465,0,0,0,0,0,0,-0.0154,0.8784,1.2396,-0.3612,0.8637,250000
288,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,18,23,2013,2008,82.8,77.8,2,63,0,695,640,280,0,0,0,0,0,0,0,0,-1.3742,0.4934,0.2113,-0.3414,0.1275,500000
289,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990,20,24,2014,2010,57,64.5,2,65,0,440,435,210,0.3423149,365,0,0,0,0,0,0,1.1336,0.0459,1.2396,0.5262,-0.2859,110000
290,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1991,18,23,2014,2009,89.42,81.2,2,71.26,0,650,555,705,0.81941653,505,0,0,0,0,0,0,-0.8772,0.2124,-1.527,0.1459,-1.244,560000
291,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,17,21,2013,2009,92.5,96.1,2,78,0,465,605,650,0.783303537,365,388,0,0,0,340,0,-0.159,-1.7856,-0.9122,0.1459,-2.3937,390000
292,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1990,18,22,2012,2008,72.8,62.8,2,70,0,535,535,464,0.308400583,355,0,0,0,0,0,0,-0.0696,0.9688,0.0914,-0.78967,0.9763,420000
293,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1987,18,25,2012,2005,62,61,1,72,0,575,575,404,0.486747008,495,0,376,0,0,0,0,0.99,0.8784,0.7785,-0.7415,0.2889,360000
294,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1990,18,22,2012,2008,84.5,94.1,2,70.95,1,485,445,575,0.413838256,385,0,0,0,0,0,0,-0.4173,0.1888,0.5269,-1.1422,0.0284,400000
295,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,18,22,2013,2009,86.3,89.7,2,71,0,360,460,430,0.744758354,515,0,438,0,0,0,0,0.99,-0.6201,-0.4511,-2.0092,0.0973,240000
296,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,18,22,2015,2011,88,85,1,68,1,615,605,595,0.525922584,415,0,0,0,0,0,0,-2.1698,0.3789,-0.6048,2.301,-0.8608,700000
297,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990,19,24,2014,2009,81,86,2,74.15,0,520,625,630,0.978799293,615,0,561,0,0,0,0,-1.0208,-0.2871,0.6248,-0.995,-0.4776,300000
298,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,17,21,2014,2010,79.4,80.4,1,71,0,545,505,595,0.864685413,525,0,0,0,0,0,0,-0.159,-1.9521,-0.7585,-0.7415,-2.2021,320000
299,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1987,19,23,2010,2006,77.5,78.6,2,82.2,1,655,554,495,0.930370607,565,0,0,0,0,0,0,-0.7264,0.3448,-1.2148,-0.1727,0.1864,200000
300,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1991,17,21,2012,2008,73,74,2,69.2,1,415,635,455,0.793580615,495,0,0,0,0,0,0,-0.7264,-0.4353,-1.2148,0.1798,-0.643,310000
301,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993,16,20,2013,2009,84.4,76,2,63,1,430,595,545,0.977066467,0,0,0,561,0,0,0,0.8463,0.2124,0.4711,-0.3612,-0.0943,185000
302,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1989,18,22,2011,2007,73,66,2,66,0,465,415,425,0.670743151,455,0,0,0,0,0,0,0.3555,0.6568,0.0914,-0.1727,0.3444,105000
303,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1991,18,22,2013,2009,88.6,91.2,1,77,0,565,605,675,0.824666401,425,400,0,0,0,366,0,-0.3027,0.5454,-0.7585,-0.4879,-0.6692,395000
304,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1991,17,21,2012,2008,70,73.8,2,79.12,0,515,555,554,0.864685413,525,0,0,0,0,0,0,-1.4992,0.3448,-2.3759,-0.9953,-0.2875,305000
305,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1993,16,20,2013,2009,71.2,61.6,2,74.26,0,465,475,515,0.824666401,0,400,0,0,0,0,0,-0.159,-0.4536,0.01,-0.8682,0.4805,160000
306,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1988,17,23,2011,2005,80,75,2,71.56,0,375,495,445,0.376059587,0,300,0,0,0,0,0,0.51,0.3448,0.2075,0.9169,0.0284,350000
307,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,18,22,2012,2008,80.2,63,2,88.2,1,454,435,425,0.525922584,415,0,0,0,0,0,0,-0.0696,0.5008,-1.0697,-0.52527,-1.3934,305000
308,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,17,22,2014,2009,73.6,78.3,1,74.4,1,605,570,620,0.338786347,505,292,0,0,0,0,0,-1.308,-0.1206,-0.1437,0.2727,1.0554,325000
309,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,19,23,2012,2008,88.6,56,2,67.35,1,465,535,545,0.124502074,0,233,0,0,0,0,0,-0.8772,-0.2871,0.1637,-0.3612,0.4805,200000
310,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,16,21,2012,2007,70,65,2,78,1,495,545,445,0.864685413,525,0,0,0,0,0,0,0.8192,-0.9033,-1.3599,-0.87777,-0.6035,470000
311,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,17,21,2012,2008,87,96.6,2,80.14,0,415,425,675,0.0587928,395,200,0,0,0,366,0,1.592,1.5538,-1.5776,-0.8778,-0.9194,325000
312,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1990,19,24,2014,2009,83.6,60.17,2,71.3,0,640,595,800,0,515,0,561,0,0,0,0,-1.5953,-0.6201,-1.8344,-0.3612,-1.6273,315000
313,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,19,24,2014,2009,85,85,2,65.25,0,450,525,515,0.622642916,515,0,407,0,0,0,0,-1.308,-0.6201,-0.7585,0.3995,-1.4356,315000
314,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1992,18,22,2014,2010,68,56,2,68.4,0,500,350,400,0.557389506,315,228,0,0,420,0,0,-1.5953,-1.1196,0.7785,0.5262,-1.0524,240000
315,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990,17,21,2011,2007,80,75.4,2,70.66,0,425,405,495,0,0,0,0,0,0,0,0,-3.6631,-0.9033,-2.0856,1.5899,-1.8673,360000
316,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1992,18,22,2014,2010,74.7,72.4,2,76.1,0,735,605,605,0.790881795,494,0,0,0,0,0,0,-0.159,0.0459,0.7785,-0.6147,-0.0943,320000
317,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1992,17,21,2013,2009,79.6,52,2,60.64,0,465,460,515,0.488347977,405,0,0,0,0,0,0,1.1283,1.2808,-0.1988,-1.1128,-0.2875,160000
318,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,17,23,2014,2008,69.2,77.4,2,76.72,1,535,630,645,0.99966434,695,0,684,0,0,0,0,-2.3134,1.0449,0.1637,1.5404,0.0973,350000
319,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1992,18,22,2014,2010,85.6,69.6,2,76.6,0,535,535,400,0.744758354,0,0,438,0,0,0,0,-1.1644,-0.2871,-1.6807,0.3995,-1.6273,150000
320,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1991,17,21,2012,2008,73,81,2,81,0,335,535,495,0.563267824,425,0,0,0,0,0,0,1.592,0.8128,-0.344,-0.1727,-0.0506,300000
321,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1992,17,21,2013,2009,87.4,84.8,2,74,0,555,585,485,0.704090412,465,0,0,0,0,0,0,-1.1901,0.0328,-0.0537,0.6498,-0.643,320000
322,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,18,22,2012,2008,77,85,2,78,1,515,645,545,0.968237496,605,0,0,0,0,0,0,-0.5719,1.5538,-0.3803,0.2973,0.0284,625000
323,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1988,17,23,2011,2005,65.33,56.2,2,67.82,0,385,315,475,0.538386893,335,333,0,0,0,393,0,0.6646,0.6568,-0.1988,-1.1128,1.4502,205000
324,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1987,20,24,2011,2007,67,67,2,52,1,445,455,375,0.488347977,405,0,0,0,0,0,0,-0.2628,-0.5913,0.5269,0.6498,-0.4455,85000
325,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1991,17,22,2013,2008,78,62,2,90,1,490,570,450,0.23780284,395,0,315,0,0,0,0,1.4208,0.3789,0.9322,-1.3753,0.6721,135000
326,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,18,22,2013,2009,96.48,82,2,76,1,590,525,575,0.81941653,505,0,0,0,0,0,0,0.4155,-0.6201,-1.0659,-2.643,-1.4356,550000
